4g_2s_0.1m_0.01r_x174	4g_2s_0.1m_0.1r_x300	4g_2s_0m_0.01r_x300	3g_2s_0.1m_0.01r_x192	2g_2s_0.1m_0.01r_x235	4g_1s_0.1m_0.01r_x134	4g_2s_0.2m_0.01r_x300	4g_8s_0.1m_0.01r_x172	4g_4s_0.1m_0.01r_x176	5g_2s_0.1m_0.01r_x128	1g_2s_0.1m_0.01r_x299	4g_2s_0.1m_0.01r_x300	4g_8s_0.1m_0.01r_x172	4g_3s_0.1m_0.01r_x174
29.763274514514332	29.661532334035776	29.66394984558602	29.764365273843485	29.831288519674636	29.803870532778063	29.68661901365178	29.84314430381496	29.77885338431671	29.779016797106504	29.893863719531176	29.682947705389587	29.813575997198015	29.763079123169994
29.76632877147261	29.662324853137534	29.66478973645936	29.76575854317503	29.832543790180818	29.805626360401796	29.686995777986976	29.845000789618844	29.77954585688527	29.784225024114825	29.895146274128095	29.68297104399722	29.81499656493731	29.76625119736998
29.76638416887049	29.663539447042297	29.665937380206735	29.767447195708293	29.83409859534049	29.812334676260125	29.688271191608816	29.846669250994324	29.781472973280504	29.785788838100924	29.897157550824588	29.68374658811444	29.815646707611673	29.76678485964512
29.767228278799482	29.6658353881769	29.66925378481726	29.767804086985684	29.835424701064888	29.813533054876512	29.688511330973665	29.848981750534215	29.790690359315008	29.79033279378884	29.89840450350847	29.684378746635588	29.817372035375104	29.77167515836507
29.770094102371285	29.665937380206735	29.669961188681825	29.77167515836507	29.83602614762428	29.81551408278186	29.690926314702974	29.850142331127934	29.79664910322924	29.794664208353783	29.900414185518507	29.684805757190485	29.819146574379907	29.772382156781504
29.77180510827252	29.667594990803224	29.67285541489465	29.77240769961084	29.839208126201626	29.81560438970634	29.693332093671213	29.854895076412394	29.798743021440256	29.79469584027225	29.901337511163778	29.685106477029603	29.825126453863152	29.772918020107948
29.773865552352117	29.669308397921313	29.6742451091954	29.77384956302982	29.841304944432682	29.815667462048673	29.69763347772701	29.855065990214218	29.80194664122581	29.7959812001666	29.910303000156404	29.6857621654347	29.827136023532532	29.77536105642899
29.777193458961392	29.669803107593005	29.675457991855076	29.7761445765768	29.842059895694252	29.818047953428625	29.6993060007122	29.855620482891165	29.80495891131288	29.797961023403097	29.931827696207364	29.68757399479803	29.829737657424353	29.776926561479154
29.783205949749895	29.67045172416069	29.676366561965654	29.776601615006992	29.849557152701884	29.819995724861347	29.702312740610406	29.856158047961323	29.807907904650904	29.79986451455292	29.933341790081094	29.68870412625536	29.832165830523824	29.777789119552807
29.783598140093034	29.672372700708596	29.680582978508752	29.776619004971295	29.853762056183957	29.820320164367438	29.704111698787802	29.856784568660398	29.80826480657182	29.80344128930154	29.93641978534437	29.688795865978143	29.833663427579946	29.777872303608746
29.7836303449436	29.675071679078588	29.68366273566371	29.777325188543593	29.854812287289544	29.827379641468045	29.7114189691919	29.856844345910467	29.80943687027077	29.80596684211405	29.939353962835867	29.68951096817614	29.834302441226477	29.777949384225646
29.78396184730994	29.680582978508752	29.685589705917092	29.777901793435777	29.85571542247275	29.827391302739755	29.711786841618668	29.858204878097492	29.810052736488085	29.809207376310532	29.94258397269507	29.68962112231658	29.83477838494218	29.77821177809272
29.784029441505925	29.681983264553217	29.687104919305202	29.785513223930977	29.858265000078113	29.830466914308108	29.711915625493234	29.85942953796597	29.813926787696523	29.81233319131855	29.943303564969337	29.69007226006707	29.836346362639535	29.77927158707463
29.78580510189409	29.68213167304986	29.69032789352665	29.788226189100847	29.859861602241438	29.833532068215145	29.713140907724284	29.859517033557072	29.81429079041829	29.81371810092853	29.94395730010569	29.69171434530539	29.838317797240222	29.782779314859777
29.787736532842853	29.682323848600806	29.694247565323128	29.79033279378884	29.865004876189076	29.836723671015196	29.713327258748453	29.86086887790877	29.81527305448215	29.813901230116244	29.944411872002	29.695089711018262	29.84048644456353	29.784535428697303
29.788524439561083	29.687573994798033	29.69757919473317	29.79137702036906	29.86678178788863	29.83702003024862	29.714036212352532	29.86115277728746	29.816590777115753	29.81953898744415	29.947679512681376	29.69763347772701	29.847569359401255	29.78589141758463
29.791209457339416	29.6882754422847	29.700807356773304	29.793988184086295	29.868815815679973	29.838026688831114	29.714075652013268	29.86167744661658	29.817962840500037	29.822998650302353	29.948347284563667	29.700615538915596	29.84889300716602	29.786126318780873
29.794333413311392	29.688781585421474	29.701035099639768	29.79484249617441	29.876043927430047	29.839096034697008	29.714080784405695	29.86608235640865	29.818024003175214	29.82421862552288	29.94874375712953	29.7023679490173	29.854376396660076	29.793165795030905
29.795507840337386	29.68879317162858	29.702251717804376	29.794891016636146	29.881732829591733	29.84472206669167	29.714107279148784	29.867515369550798	29.819835878567886	29.82488769496534	29.951526417873012	29.702372928573432	29.85908308375522	29.796314968710895
29.79633039053288	29.689141325849352	29.703818447233346	29.79668394309563	29.88514585219422	29.8477500653004	29.71967678135996	29.87152295917743	29.821846372198323	29.8253834469865	29.953759593528478	29.711173650174057	29.863121853741557	29.797436714536943
29.80398074516414	29.69595093980952	29.70597999164017	29.806361000262985	29.888187774614575	29.849510775868552	29.72739514868082	29.872376412247835	29.821849079033058	29.826386287865375	29.954907926754995	29.711516079465213	29.864026804394502	29.798416815771848
29.80433212413456	29.69618458076938	29.706140537458246	29.80712160069716	29.88849694285063	29.849744155370338	29.72828306161812	29.87698899144327	29.822051413319215	29.82734019054135	29.95800094187139	29.7124004080621	29.86667308199596	29.7984410989274
29.80749420167581	29.696417982465494	29.706372216838478	29.809732886714222	29.891805317904293	29.852739521326228	29.728283061618118	29.878561423609543	29.822796322807104	29.829191279769987	29.95922137010236	29.712892078376427	29.867973037607364	29.799403955393075
29.809036134726405	29.703669921244554	29.70973145133144	29.810424665778562	29.893815024317643	29.854599365796595	29.729712510783877	29.87887964108702	29.823920728804968	29.829453216027353	29.960991648984187	29.71452287566622	29.868965474369215	29.803042992236062
29.811437974923532	29.705078638588333	29.71069029749069	29.81281628638734	29.896488263793625	29.85904332752004	29.732087519991232	29.879536784448586	29.825052136510052	29.831157127850997	29.963510208236446	29.716820439117292	29.86966954042704	29.803870532778063
29.81444428310758	29.70800036731608	29.710814043028584	29.812897847911678	29.897620101469272	29.86109846065887	29.73446769401296	29.879809736136686	29.828046438352207	29.83371923756868	29.96484466834807	29.717525169220128	29.87152295917743	29.804873342867012
29.818742941467814	29.710296896197875	29.712019080730567	29.813588611818886	29.898498407346395	29.861218048098046	29.737868442813284	29.884922012562214	29.84568534005504	29.83494980593058	29.967237078688765	29.717753180860623	29.873539867652376	29.807323135597244
29.8194742226297	29.711600382896325	29.712127414535615	29.81578720584724	29.89930989147355	29.862183838471523	29.73806936975326	29.88722301389755	29.850080321708532	29.835021635785886	29.97173046477706	29.71791091179844	29.873558601493908	29.809528241142274
29.81953838165211	29.711950364389295	29.713140907724284	29.82420227047613	29.900416209585714	29.862652781974766	29.739208170422778	29.88937415117697	29.851381962122005	29.836029230415562	29.976488067999362	29.719393125819607	29.873600438256894	29.816735550947588
29.8196663577794	29.712602396478133	29.7139717520053	29.825368028175582	29.901425883957252	29.86457749295361	29.74156375224198	29.891958284910523	29.852033791808573	29.837060974358838	29.977925528469616	29.719937756728157	29.876313622403607	29.817461020799406
29.8201216916532	29.716580048409664	29.71455458364921	29.826225693136024	29.90636781210011	29.868020625713825	29.742377741239395	29.89235987171239	29.85228643122362	29.839520924898544	29.981588313018914	29.720023890001823	29.8777157524329	29.817907395168383
29.82118227877048		29.714556245541754	29.828181572096526	29.90710334127364	29.870709527146584	29.74498055167358	29.89353489342428	29.85760897036685	29.843523556395212	29.982431874282334	29.720946950792232	29.880648462424244	29.820348787816243
29.821536774567548		29.71501216615945	29.828417942778053	29.90980169916286	29.875194368099066	29.745801370684774	29.895722222572516	29.859901732673084	29.84464116447595	29.9835132964173		29.886369462748533	29.821723309654793
29.821669831059566		29.71660390453007	29.828479420960665	29.91181974052262	29.876842964608887		29.895889980678547	29.86034418281521	29.84734936832147	29.98385748095411		29.89084621288055	29.825680998823458
29.822682256102237		29.717750544225655	29.830126083439026	29.91832442471783	29.87954092612401		29.896022122973953	29.86283695398568	29.847662903298254	29.98499026975395		29.8957977998862	29.828417942778053
29.827813667180504		29.719686237598406	29.830176989877113	29.92346768031062	29.881335924266537		29.901833870695654	29.86318783614969	29.849630105200134	29.985718130398055		29.896905018750367	29.832522736841078
29.83171461147114		29.720604518049598	29.830808706511707	29.926078343142343	29.88483072518028		29.90371203065596	29.86650287792187	29.849700937739136	29.987395432185387		29.897802739057468	29.83513389027667
29.834367644995915		29.720764247366247	29.831224410353848	29.93179687176978	29.88662899472008		29.907234064401685	29.868742364654594	29.85671353074575	29.98918196383171		29.89981604034928	29.83648258194061
29.838669883751493		29.720882094624173	29.833411517982356	29.933875352320296	29.887919737877205		29.907333250213487	29.871673590327767	29.85908501748468	29.99066099389812		29.901494100023047	29.83967372186978
29.838739057450212		29.72413869604097	29.8340490061846	29.939465975859644	29.888079502583686		29.907801188991485	29.8717764924263	29.861269515464674	29.991515654410204		29.90240317281242	29.84248227307719
29.83978250728405			29.834969165768836	29.940486797228676	29.89031037423524		29.908528519536265	29.874200477271508	29.861691948181775	29.996285246472908		29.90262008354739	29.843770272766918
29.841371520174995			29.838808088351453	29.941781990509	29.890363498651332		29.91160173696057	29.87504368294905	29.86179276633652	29.99811008444622		29.903804071805904	29.844277087354666
29.84139190746597			29.839876001403795	29.942256617667653	29.892227555173715		29.917424264966247	29.878157246759937	29.863063108576622	30.000247808498692		29.90687808934178	29.844704218815735
29.843770272766918			29.842115763285527	29.94329565351143	29.892342678503493		29.917963006545044	29.87976964658698	29.864131613825705	30.00037448731464		29.907260618013915	29.84783068884677
29.84377110113597			29.84327125198141	29.945172022484677	29.89391008563728		29.91912690636348	29.882993380586253	29.864169517571433	30.001101832196632		29.910149319755536	29.849459585402798
29.845005439765888			29.84726919211075	29.94556450202748	29.894597350301186		29.92455457573032	29.88303754178904	29.864477980959435	30.00746124140196		29.91171517217108	29.85104453052407
29.850141320639068			29.848038485662848	29.94582334387111	29.895375994776053		29.92735755405017	29.887333235797502	29.865493877760983	30.00932570873538		29.912930348675182	29.851782881354954
29.854537857075627			29.855142468518018	29.946568488578666	29.896419201546774		29.929350123239054	29.888250505109312	29.869573702594735	30.010336354413923		29.914016073624975	29.857506698251452
29.854576378788508			29.856389679506428	29.94734887320829	29.900133714473768		29.930695841496885	29.890066132571018	29.869650861216737	30.011102446552034		29.916670213294157	29.85790466399781
29.856784568660398			29.857162757075642	29.94775555946432	29.90024938269716		29.93150394078765	29.891685678111873	29.869733144258287	30.01199396867825		29.917622075380716	29.861370756898474
29.859873384528484			29.85774642243539	29.953108092117382	29.901970778910087		29.932978545128016	29.893529856577743	29.87334904079181	30.01423317714508		29.920548139419886	29.862694012552026
29.86021447932262			29.859193432808397	29.955050309708586	29.9027322633545		29.934505773070516	29.894341747052742	29.875045741458283	30.016184056744716		29.925228004031798	29.863671896119012
29.861792766336517			29.859784479914733	29.95878546159264	29.90438506484049		29.935664687799537	29.89690286552787	29.87559729984452	30.021813994267916		29.926857097441204	29.87157616760584
29.862171152344406			29.86086887790877	29.960323096140474	29.904894923208488		29.939892346457572	29.897104052725	29.8756039595178	30.022639809906664		29.92791421168996	29.87234879038088
29.86323387003167			29.870482676542526	29.960501593952813	29.90573582436937		29.940861933585268	29.897621871000908	29.879082651511816	30.024476244789266		29.930965340040498	29.876521432724783
29.865840377951372			29.871159743101526	29.960908421790496	29.909413298508998		29.941005009490524	29.898789032780456	29.879789733641125	30.030905005988235		29.931976130312943	29.878953367728542
29.865844395956398			29.873453791349878	29.961392795173133	29.91014747899361		29.942183926779727	29.899675952980516	29.88028643183242	30.031659958369847		29.93902605124408	29.879626534541902
29.867274234695238			29.874143255814676	29.9634418659628	29.912075441261592		29.945166919079004	29.90120568565679	29.880794493374417	30.032425466755704		29.94159669191538	29.880891021768697
29.868844038781052			29.87656184868636	29.96618577827394	29.912120896376184		29.945179841752015	29.901252515352247	29.88338015960153	30.033165222958385		29.943749975113615	29.88098010988427
29.870351718528624			29.87808637388579	29.966928574039738	29.913499967635488		29.945242762839996	29.90297667154129	29.884808423803733	30.03373181001802		29.944842072596472	29.882572405287423
29.872562282653636			29.88025682282845	29.96766669008117	29.917366788588467		29.95098030954061	29.90676611641911	29.892227555173715	30.03807717516549		29.949332848819978	29.883597794695955
29.873719606193283			29.88449188487216	29.974566141185903	29.919588947773462		29.951140577373085	29.90769585690768	29.894592656591556	30.0388477714248		29.952677873668193	29.88364647264836
29.87685601924982			29.88575999379569	29.98519103735624	29.920086684885398		29.953865996954786	29.909591665069144	29.894617624309642	30.038944273155828		29.954388006401693	29.8837441923596
29.880166350454967			29.889502642655895	29.985295962261887	29.920511741168653		29.954531677393835	29.909746926809444	29.895259195541485	30.039630157347663		29.956632122757185	29.88518126966536
29.88308715317939			29.890682696832307	29.985591369594314	29.923372157315246		29.954663464816367	29.91007624555699	29.896253512873884	30.042990405429368		29.95690435807245	29.886068149877783
29.884385149489574			29.891721519678526	29.98614710704478	29.923910893812		29.95513166646863	29.91128978306498	29.897104052725005	30.044694383746275		29.961311093124635	29.888937962086548
29.88626965390109			29.896942600924085	29.98933803115508	29.924107690125332		29.957662163969403	29.913231062595703	29.89947849406133	30.04583161400457		29.9630691524261	29.89165409864216
29.886569721839635			29.8983299973849	29.990162406313903	29.924659719366936		29.95867693574655	29.913493967512025	29.90079592609742	30.048072185474254		29.96663637320161	29.89328243732636
29.887406527327766			29.899953310133196	29.992310074161633	29.926636758188213		29.96120231041851	29.917310335773884	29.903965967415658	30.059253557958193		29.967476259776983	29.894519485027995
29.888924203979787			29.90228639339523	29.99482344203584	29.927737225665233		29.96497081455405	29.920328705813134	29.906659061803477	30.062455150718637		29.96899940641285	29.89458762098094
29.890363652396754			29.903516527378315	29.99716755242659	29.92818967229546		29.968198989235717	29.920349784296597	29.906915039215125	30.06456637661711		29.972142587392014	29.89554119633889
29.891456824104516			29.90394605361978	30.000867840346483	29.929595770869017		29.970181250427284	29.92037324319663	29.907206370465587	30.06525642319725		29.974570158503028	29.89558328881536
29.893386363013615			29.904517224544655	30.001925021668043	29.933397396674245		29.970426959257537		29.90848087221257	30.06712149374122		29.974614229715232	29.89600041484158
29.895025573246585			29.905327640320255	30.002010103406306	29.933917552695785		29.971985868967618		29.91404499404299	30.068702969755137		29.974842028820962	29.89600835958522
29.895062719992357			29.9061397142926	30.00400065999851	29.939645302207616		29.97470459575868		29.915929244914917	30.069198976497006		29.975385504688504	29.89638508342859
29.896452333734285			29.909546384690714	30.004308891777654	29.939823833730237		29.97840200159753		29.91639940233511	30.071068035929287		29.975462578684017	29.897011547930955
29.896600925336045			29.909785172497358	30.005094719595345	29.940039595097968		29.97975482925627		29.9164420597837	30.07147332431332		29.975622436874026	29.897658556604792
29.89689759611859			29.911019733533124	30.00535056041606	29.940604037677705		29.980705533055804		29.916522433814958	30.072683502764303		29.978449156176364	29.89828233225431
29.897289439885046			29.91351973981886	30.00881414255383	29.942534185255912		29.98152363419579		29.917056716871713	30.07278651477111		29.980432007532315	29.899765462893722
29.90361311489779			29.914155973835168	30.011350025586708	29.94469217469957		29.981931402917947		29.917750189054455	30.075146780978773		29.98394619137581	29.90173084565699
			29.915747965430647	30.0139742597448	29.947762359042162		29.984316168811002		29.923564172143603	30.075546760064697		29.98891038077413	
			29.917424264966247	30.017545149414094	29.950142057220287		29.984340380531236		29.925990404940425	30.085774735671865		29.98909292551566	
			29.91928584891874	30.019593286203218	29.952048743958894		29.98534405110857		29.926161704822846	30.08781578432268		29.990377670721074	
			29.920343830549825	30.021340072389478	29.95628857178539		29.986479263232074		29.926618502536535	30.08872326891823		29.99105326777334	
			29.92237871461625	30.021925284380888	29.956762239057856		29.98767147741458		29.930127155388526	30.09586512892266		29.993249131854903	
			29.92274546761614	30.02278295052258	29.96305217156259		29.98924465697145		29.934570810771433	30.096346376391487		29.99531910191966	
			29.923186581038536	30.024891792170934	29.96733882458076		29.991328767593842		29.935406546749093	30.096571455028933		29.996588163759757	
			29.928956352476106	30.025415428421574	29.970460214959672		29.99321660209733		29.936468655624843	30.098424334730133		29.99735400862209	
			29.93157195765299	30.026647028519022	29.97117271087927		29.99495013273483		29.936717347358858	30.100214624794564		29.99997810014578	
			29.932203035776237	30.027459082795303	29.9723859700043		29.995883893240485		29.937021606858544	30.10308918437232		30.00117963030294	
			29.933891293222228	30.02846508689545	29.97389954019444		29.997097851149555		29.940749919363853	30.103378363420433		30.001853639588756	
			29.935330018536003	30.03427348319585	29.9739267836693		30.000244146999748		29.941462614529545	30.104399859332172		30.003372448838785	
			29.937769471462175	30.037778950945583	29.977597383003733		30.001216275596782		29.941657120011286	30.10521359211984		30.004820375353088	
			29.939359305581863	30.038142383664177	29.97968986510081		30.00291999765682		29.944643749863914	30.10776437207095		30.00736269781686	
			29.94768635551683	30.038909248039488	29.982614729559703				29.945283607806115	30.114961008760286		30.014505739234245	
			29.94851988085503	30.042408681951716	29.985383703479805				29.948453468359187	30.11515468097193		30.014915921848267	
			29.94946652171725	30.04473464751897	29.987361197637625				29.950230018585437	30.117775126025286		30.01599322808163	
			29.950639353968032	30.044969655950048	29.98745086131989				29.953569961222225	30.119347572127438			
			29.951455526547175	30.045433534369007	29.987503089471105				29.954469376130213	30.11968796835997			
			29.95423450091809	30.0458161450335	29.991359889749646				29.955728387685404	30.119927347250524			
			29.959038998801574	30.049379572117672	29.991397457500476				29.9583187747318	30.125740805825586			
				30.052494989113477	29.99541324049364				29.960016713227557	30.12642492503458			
				30.052499283699483	29.997460259245774				29.960183669684145	30.129714178777025			
				30.053954193385714	29.998810137858953				29.961040877099478	30.131366380467693			
				30.055006581543317	29.999162989069468				29.964553698355335	30.13182022125027			
				30.055625006535628	30.000927576869955				29.968133934246868	30.135785808809548			
				30.0606320164078	30.002025199790737				29.968953489276558	30.13728656248698			
				30.060654993237634	30.00478311564538				29.97026838413905	30.13865875255523			
				30.061472923547743	30.005521754618602				29.97115378723511	30.142236258512984			
				30.06150454689903	30.006542092015646				29.97189067671496	30.14318556452762			
				30.063455093384043	30.00689208679956				29.973957339221357	30.14479421753672			
				30.063559956504278	30.007160164634218				29.975996809668153	30.145781577521227			
				30.064269802080137	30.009055337353608				29.97774891219229	30.147781607760646			
				30.06645289779085	30.010654380529417					30.148451057016786			
				30.06774340144706	30.011306682903385					30.14984562393744			
				30.068823259865614	30.01367527491644					30.153402798627642			
				30.06900272755912	30.015564147182726					30.157080335096307			
				30.069765935775347	30.015866481641588					30.157928707069228			
				30.071063062234806	30.01915617782458					30.17302587192517			
				30.071721022042375	30.02512064910536					30.173790257575472			
				30.07222460487144	30.02625730536934					30.174595256130818			
				30.07277936292524	30.029056740357863					30.17550983270791			
				30.07333456121907	30.02943344124664					30.17560221863307			
				30.074319603288174	30.02974581581009					30.175952579286506			
				30.077562028359253	30.030118992935996					30.17664674364351			
				30.077933230625728	30.030861436632083					30.17749306493686			
				30.08205867127908	30.031886038300364					30.183196396274088			
				30.082404292126867	30.033167590099268					30.183942136816313			
				30.090095874488075	30.033811088806093					30.186242234114292			
				30.09123209138747	30.035760528402555					30.186746680899567			
				30.092931101702455	30.03781629991468					30.187285698598654			
				30.093423779542768	30.038753604773575					30.192952950194062			
				30.09412476996526	30.04346107168341					30.196685869779337			
				30.095255620744194	30.047730183721228					30.197473451683106			
				30.09599866328351	30.049939059739742					30.198381312627266			
				30.096441753455135	30.051833477993352					30.198516970494865			
				30.096962203919524	30.05395546434776					30.19998182198398			
				30.097250711685	30.054268345284896					30.20130092241439			
				30.10101859133643	30.054572205935838					30.20226714476045			
				30.10143551937287	30.05937472567555					30.212983296170357			
				30.103026113577855	30.06097828328126					30.21377707542902			
				30.103063050440177	30.062107863883792					30.214195722405883			
				30.104584674305343	30.06227996279408					30.217330680158476			
				30.11096827478962	30.064728300252906					30.21830828903532			
					30.065358476442928					30.221284759070926			
					30.06690515134282					30.22287940095156			
					30.067597747089824					30.224161755087465			
					30.06761289602622								
					30.06860483562964								
					30.07031582753597								
					30.07357715714069								
					30.07397120659285								
