x10_True_8p_1c_0.0001t	x10_True_4p_1c_0.0001t	x10_True_4p_1c_0.001t	x5_True_4p_1c_0.0001t	x10_False_1p_1c_0.0001t	x10_True_4p_4c_0.0001t	x10_False_4p_1c_0.0001t	x20_True_4p_1c_0.0001t	x10_True_2p_1c_0.0001t	x40_True_4p_1c_0.0001t	x10_True_4p_1c_1e-05t
29.282439111946747	29.35984373432985	29.28243911194675	29.282439111946747	29.28243911194675	29.335931956855013	29.354127214347656	29.364727648539272	29.301386634651774	29.35701963991089	29.3570196399109
29.452358732166083	29.36626411222127	29.341265203379088	29.28243911194675	29.33589241021828	29.36864537758818	29.38650089154154	29.389667175672734	29.3592462308108	29.366264112221273	29.399930196239502
29.518574562633656	29.40002277625316	29.36943039635247	29.37165698725238	29.33602453686867	29.469005528775398	29.440824363394796	29.398977134041495	29.376937111287074	29.403424586143615	29.407477578127736
29.519371176481368	29.45913807129635	29.371001286531957	29.389710469161066	29.3570196399109	29.47424530353206	29.444280073653616	29.407635748444058	29.38399394917888	29.4158081963402	29.457530918786162
29.563805150899675	29.469005528775398	29.444964962840338	29.43874957346386	29.362476848482775	29.5211391156142	29.467946707390084	29.435925479044897	29.39887873569056	29.452997014621317	29.459874467338977
29.602781375626268	29.49222293870251	29.461319399604918	29.45721639645837	29.37717638662738	29.528426421464477	29.483592027979377	29.450730318000502	29.404981891421873	29.454665552880243	29.46512261297113
29.60727270043509	29.51816238951432	29.51339323676723	29.466816709855323	29.380080513650118	29.533662924139268	29.49967333698537	29.454275400645862	29.44217456662442	29.456814958146722	29.469045890818972
29.609455375076767	29.52335652406523	29.534018097343637	29.471032006161987	29.380966945621132	29.534018097343637	29.51481222849425	29.45467981198171	29.45071834164027	29.46032122558008	29.5383598065224
29.614910721192008	29.541603011692203	29.545420770480227	29.528108108991166	29.397308473042656	29.563123484537464	29.556796543536514	29.463224628359047	29.454613654323357	29.51214954254492	29.555343622185575
29.617605691188132	29.54268584549969	29.553720934328897	29.54268584549969	29.40498189142187	29.571021771232076	29.567480994333543	29.485153720376072	29.469825243971044	29.530542102760844	29.555537123951634
29.6198234121806	29.56697697661737	29.558257002431304	29.54505521585746	29.40850869120151	29.57929706580603	29.572954441500965	29.495478437363538	29.471355544008613	29.540696543272023	29.556516934834384
29.626828992499505	29.569622223033623	29.563805150899675	29.546718721997987	29.41171792876349	29.579459248459404	29.576031879141	29.542685845499687	29.472570140024146	29.541603011692196	29.5765801179189
29.646372567143608	29.57869298549509	29.58464557741501	29.56330884646487	29.42883887139906	29.581557344977597	29.578981167511774	29.542932865744	29.472773062237945	29.555351762024223	29.578461088447852
29.65167757141697	29.581262556922027	29.593617502844324	29.57707156124351	29.435925479044897	29.58339457261841	29.58325246138823	29.546022677954788	29.477533369412708	29.55535176202423	29.57869298549508
29.65654061243851	29.58280345711657	29.593975187838982	29.58841721515175	29.448364566743834	29.58703592111483	29.58919039792594	29.547643185486656	29.480643059684564	29.555356512482895	29.581262556922027
29.66045285317297	29.600936788054657	29.605916265213537	29.590108054962894	29.449355627485488	29.59496277643111	29.602446578833835	29.54981386847056	29.483592027979377	29.569776973130605	29.585662511429753
29.66064423331853	29.605916265213537	29.625351679207	29.621112529914804	29.45009499198674	29.5984720524948	29.6025313856628	29.563123484537467	29.506196989434866	29.58703592111483	29.600692812600993
29.662552904636975	29.61061068475372	29.628264380179164	29.623255261992878	29.459091891526224	29.61230263814604	29.605916265213537	29.56421096023429	29.518162389514316	29.594120299621622	29.603521738858362
29.662832665749573	29.617419368242004	29.638303991350842	29.62395030642569	29.464049531519883	29.612400507975295	29.608681534963715	29.56456037262318	29.534018097343637	29.595425558997018	29.607272700435097
29.6669064302427	29.617605691188135	29.63860942562211	29.63092163276181	29.47679625832484	29.61370932932975	29.60889678750082	29.568900375712566	29.540696543272023	29.59931089993986	29.613105142714836
29.687202990060932	29.622876291190373	29.638958012759655	29.641387317012878	29.483002820931105	29.62040181302577	29.61493905244937	29.58336418261975	29.54476320774695	29.602665500521294	29.61458347670745
29.690910010427555	29.62583752134432	29.641064340335486	29.644275837925413	29.483433289817647	29.62044047299154	29.62168893359253	29.58597555120739	29.545318073480868	29.60506774078373	29.622766581229207
29.69733867802788	29.626681120463136	29.64830932709663	29.645652699023607	29.484951424242006	29.625676050560923	29.626520335553238	29.600509446649134	29.54981386847056	29.605339004397077	29.6275596989894
29.700356642014047	29.632603192923153	29.649171308634756	29.64917130863476	29.485153720376072	29.626730120433713	29.630382709054558	29.604714021014924	29.55265729271398	29.613093570496684	29.62829818032996
29.700446957087497	29.635958695087723	29.65039326667546	29.649992668626275	29.498828598383604	29.629441896445293	29.632403042348823	29.605339004397074	29.552833441145637	29.620402792908312	29.635801846834465
29.70563644096003	29.638409091590397	29.654967928949144	29.650939699698835	29.49949970337295	29.635483931451223	29.638419358645937	29.615471188703737	29.564030391489034	29.62143179647835	29.63848116857508
29.708944664679223	29.640204790507678	29.656842737448002	29.651290199234605	29.51127980965349	29.637306071111453	29.639945598869346	29.624904871702153	29.565633891846403	29.62673012043372	29.641387317012878
29.715474024779475	29.643640815801845	29.657150538887592	29.661306557032113	29.54004044018076	29.638074083389427	29.64498378105031	29.627260070219826	29.56933666356285	29.6270998562865	29.64421751325872
29.732277751766894	29.64468816897424	29.659699131825807	29.66312749507447	29.541749621221022	29.642952364976722	29.659255008917906	29.629436908791956	29.579159467136765	29.632535236047637	29.64469205097292
29.739912516056002	29.65014546467028	29.6610488787349	29.663949845586025	29.542932865743996	29.645508284131537	29.660276980189714	29.63174069678962	29.579459248459404	29.637306071111453	29.649649416571982
29.75787648970502	29.652855021947005	29.661413208681935	29.667268307612	29.546718721997987	29.647484330563486	29.661594933502133	29.634241124735425	29.59001562607299	29.64071791975931	29.652227342679712
29.75960225669794	29.653570749205233	29.663844421833463	29.66943181656889	29.54695246968854	29.64893554091763	29.6703757863968	29.648803309432648	29.59237474324832	29.64704771342502	29.660581097594836
29.76443478704688	29.6601266952281	29.66625291961295	29.673472481501317	29.549906448484222	29.650478700206353	29.671794586442548	29.65222734267971	29.594448396241262	29.647134504822205	29.66511419454817
29.766767515811402	29.6617409332772	29.66977132266307	29.67693333614603	29.55535176202423	29.651290199234605	29.67207638661279	29.652738712903155	29.59581436059497	29.64811765734608	29.6658353881769
29.772595808899105	29.662885597606095	29.679361107515295	29.677699973260786	29.55679654353651	29.65512151692192	29.67397164924638	29.67285541489466	29.600026304107903	29.663269704727064	29.667268307612
29.773229334102112	29.663191199353733	29.681446671890967	29.67788651319275	29.558083516420215	29.657593615595992	29.678625386490772	29.680582978508752	29.60002630410791	29.664625411546314	29.670436222690387
29.780688720363198	29.667640427144974	29.685002272213087	29.680582978508752	29.56933666356285	29.658017053427464	29.680582978508752	29.682901160790678	29.600496556881872	29.665388058727146	29.672583827678395
29.78135040589835	29.670571840176986	29.691106474550853	29.68593573391937	29.569341547152447	29.66402897361073	29.681265825915304	29.684684201397147	29.600936788054657	29.670499415751504	29.673472481501317
29.781847154600925	29.672095495159446	29.698537096877214	29.686043175878527	29.574717894397562	29.664234691897416	29.685970517490453	29.686043175878524	29.603060432262165	29.67281670156291	29.67376647540355
29.783661614771376	29.67277372609376	29.7006155389156	29.689921785051325	29.57707156124351	29.664813039896227	29.689186639393178	29.6886875641986	29.60636754783748	29.67691762773176	29.675596726396645
29.786407380444597	29.67781201514164	29.7022758412469	29.69971413353131	29.578461088447852	29.67267220424552	29.68974968445108	29.68877014946009	29.607618524212736	29.6815643564942	29.678496764504214
29.79120586384286	29.68091685124399	29.70713690024432	29.701178738453244	29.578741892171458	29.67320198689154	29.692212887305672	29.68988860214654	29.612753558900163	29.68292568999445	29.67895202810802
29.79693149004721	29.681375059177043	29.711479062635647	29.702215102993364	29.581262556922027	29.673431403563335	29.69227207865764	29.695605320323253	29.612995535569794	29.685186853956505	29.688216718229427
29.798887074632173	29.681423938597053	29.713218880527712	29.706206392678737	29.581262556922027	29.67399710682012	29.695908306547665	29.695959953560084	29.614763313626984	29.68540315231263	29.691644499402678
29.801001684817265	29.6870087583417	29.715848718320306	29.709797612423976	29.58354636416336	29.674618910084806	29.69763347772701	29.70161860876039	29.621024990643537	29.68678915658117	29.69950017337883
29.802966949698096	29.69514617200015	29.716791061673465	29.712368531623923	29.584138288507003	29.680028339327006	29.70257128641219	29.704876209347454	29.621591965609404	29.688621435333125	29.70962856713013
29.80692958081638	29.70239712760023	29.71770404459853	29.716603938634627	29.585975551207394	29.680582978508752	29.703406719616673	29.706372216838478	29.626120085771333	29.689921785051325	29.71378165359998
29.80733503845126	29.70644866140528	29.72222364324669	29.72951791514979	29.594351372931506	29.68205805436546	29.71293954471211	29.708219636393668	29.629363432635643	29.690878497788322	29.71594129833397
29.809513483267146	29.707505232779873	29.72573826217561	29.73668326963194	29.596438281956413	29.685375789457375	29.713674623560358	29.713140907724284	29.636365750483122	29.691759874838457	29.718167614042446
29.81245087210603	29.708416099693633	29.726760701825068	29.741431589360875	29.597610464172288	29.688127609693172	29.715438012222386	29.714827895724078	29.640770774469644	29.692212887305672	29.72039212989672
29.81332152418879	29.712963496057775	29.727353185631433	29.74159871991415	29.598952807542858	29.691536054038973	29.71566079446618	29.71482789572408	29.641387317012885	29.695330785235345	29.723185587059945
29.81379035124634	29.714233634713366	29.72751841200258	29.74677923200533	29.59973202073111	29.696185328565612	29.71679106167347	29.721074495444434	29.64469205097292	29.695959953560084	29.724022923991903
29.819538987444155	29.714248709713928	29.7285449738058	29.751695273456352	29.599756799159955	29.697836971562637	29.716877278270502	29.721595510921592	29.647047713425014	29.695959953560077	29.726455858253928
29.830475123802607	29.717750544225655	29.729725159591734	29.75356614594904	29.603521738858362	29.700798745558398	29.723308734480465	29.72320476870972	29.65043853348566	29.69641798246549	29.728893125657958
29.83272199110136	29.71919020079183	29.73038451147432	29.755098255983963	29.61087243696023	29.70212788271048	29.726851824042516	29.726017798533785	29.652807017654215	29.69655014903342	29.73986950434001
29.833461577174518	29.719494146898754	29.730469239259506	29.756182351773354	29.610979630795857	29.7023632296209	29.732618861830407	29.731225189645848	29.652863978562916	29.698336646599387	29.744429153680134
29.836740173392936	29.72199605513775	29.734366739700395	29.759190427215902	29.614527062569344	29.702397127600225	29.733138690706646	29.731673698012038	29.654917048413456	29.700361137828118	29.74790993029834
29.851649972052627	29.724271128344675	29.735816485591815	29.7612776426469	29.615181854840387	29.70317677939656	29.73537440873576	29.734709610501504	29.655389651784557	29.706629591151543	29.7480612642987
29.8545776630865	29.73211237074071	29.735840947632823	29.765784016760485	29.61557611421771	29.704275249218348	29.736681388835795	29.738401350169035	29.656592727493596	29.70903296302149	29.75172574142349
29.866710257983726	29.73291160618522	29.736552479647166	29.770623084318217	29.616432935084756	29.70692386268333	29.73759734316789	29.74006776295281	29.65930008868834	29.709205079570335	29.758081414923137
29.870601561270934	29.734553898487178	29.73834696153972	29.771026606506997	29.61737391607882	29.707154395365443	29.73982487076256	29.74271883192999	29.660456052955325	29.710862384760144	29.758277116686653
29.872029902873148	29.734660960243424	29.74181974628052	29.7742641562549	29.617605691188135	29.713140907724284	29.743296929413276	29.7488232267236	29.66085715281633	29.711188062937246	29.759346414905067
29.8729979903796	29.73974734855205	29.746810544985436	29.776057303421148	29.618240789857126	29.716511934291578	29.749642106558184	29.74976851756937	29.66280145944836	29.712974304616232	29.759473770132256
29.8774129739043	29.743135592678758	29.747217694274305	29.782402643292414	29.618662415000102	29.717384309275893	29.74993379354815	29.753271700269295	29.664102023480808	29.715053478597095	29.759967299466222
29.88665152742252	29.745438139111684	29.747475089941098	29.783165698098323	29.621671071818657	29.719811303893557	29.751467621931194	29.75680043891657	29.664102023480808	29.716385203499655	29.7603907494343
29.888336909135013	29.74759240142358	29.750448762018358	29.78332020231911	29.621864080874943	29.73472341942612	29.75213340317875	29.756905584890703	29.66889254918246	29.71906429534488	29.764097932655556
29.892692674561005	29.74806693873625	29.753217349443375	29.78625729109072	29.624122281209836	29.73544222602324	29.752437185447505	29.762204912576394	29.669219045921196	29.722820360256684	29.76443478704688
29.893027272213015	29.75259486393745	29.75593299702955	29.7881534948337	29.624308193209774	29.73709875250643	29.755187857528817	29.77041342968198	29.672773726093755	29.723876843716134	29.76706188843997
29.90041580495913	29.75610789084703	29.756091854065065	29.78860140816215	29.624351352066018	29.741456073721167	29.757791816406478	29.770704172445388	29.674571131023157	29.73045680252195	29.772385921147787
29.90227226916199	29.756477983256218	29.75614768384987	29.791309514720655	29.62712631962524	29.74204291813422	29.75970908307209	29.7711057984878	29.67487339565141	29.73443381600368	29.77262980790294
29.903374043453407	29.758436817492658	29.76571605316837	29.793994873428346	29.627816786482285	29.74433737484905	29.761265408097405	29.772849569081213	29.676815609381727	29.73682278552256	29.773054279481315
29.906219523595453	29.760145276720557	29.767750834797756	29.79408312298738	29.62843346065952	29.75177735266691	29.761773648224036	29.77365696420239	29.67833235495973	29.738759015438372	29.77318348312079
29.90709735036172	29.764414763894177	29.769966661885608	29.799071521603842	29.62860062108838	29.75281357068367	29.76204222969033	29.77433276090151	29.680582978508752	29.741316193601207	29.774370367328657
29.911341047470515	29.76697052595656	29.77046740038351	29.800854934295163	29.630627005911364	29.758529553946566	29.7622049125764	29.78013630655157	29.681423938597053	29.74505509351015	29.776780433226232
29.912228841310252	29.769781333517802	29.770731944430548	29.800914699133788	29.63092163276181	29.760860180941723	29.76653861957577	29.784089540483542	29.681450355600145	29.747283494462728	29.786448722774708
29.914274287718175	29.769922886954628	29.772890331910645	29.80231675626295	29.632066495014392	29.76504848990431	29.767965984658986	29.784177718692558	29.68370255243272	29.749813172192002	29.792592801857236
29.914774808011565	29.77166755589113	29.77301676814031	29.80317953089315	29.632094023380553	29.767875997947336	29.772256355420723	29.787287575003447	29.68464815721359	29.75486987997668	29.793914153342968
29.915564099742753	29.773229334102112	29.773068443275893	29.804869613363444	29.634391844945174	29.77310396982857	29.77415787227023	29.788892254500297	29.685589705917092	29.76125602521076	29.794298714661466
29.918582541712126	29.77624061854443	29.77749784301535	29.80520350761433	29.637306071111453	29.774370367328654	29.775603813594504	29.791462733539134	29.689987930835922	29.763371740503256	29.797918937067678
29.91903985899085	29.776274958678364	29.78191324655191	29.808575566184896	29.638774975271698	29.77961653996077	29.789462520409298	29.794874657872594	29.69029297436041	29.76338936597951	29.8031205906638
29.924440271021712	29.77734808636259	29.78239916281933	29.808747304084136	29.643444144619266	29.780719813699307	29.79089566123268	29.795149609575905	29.691820059874775	29.764072591941563	29.807070352308557
29.92449728850445	29.782580562697735	29.78241292259432	29.809570614299766	29.643776528655497	29.78259785671102	29.796083339648522	29.79529605643888	29.693263380384632	29.770589360544946	29.80805603946419
29.92613875334927	29.78522741850982	29.782901060278306	29.81128612572843	29.644032865909185	29.784270545522126	29.798262694018803	29.798682694946315	29.69453591821785	29.7715376257838	29.80944979208467
29.926857097441204	29.79013565483184	29.78329598176817	29.811580814578903	29.64469205097292	29.787561572255875	29.798776016777396	29.79882942397167	29.69732936892063	29.772353846090176	29.810809389509583
29.928077184680255	29.791695786100902	29.784315370005412	29.813778814172558	29.645652699023607	29.788846564105295	29.799087394526886	29.799173989523897	29.699929347483614	29.779697219249442	29.811007230846393
29.928086738635578	29.795712466456735	29.784527290440003	29.81486956069027	29.646133730816818	29.79025310563037	29.810329069577374	29.799611955849223	29.703406719616673	29.78124085264378	29.81161509152983
29.929295090061395	29.79916828574369	29.784991932436895	29.816542525745305	29.646499118909706	29.796357879987845	29.811049870241014	29.800259669759324	29.70471975247352	29.788109258925484	29.81378756872364
29.92965328365396	29.799556471532878	29.785596948148594	29.817502963149096	29.647047713425014	29.796644310835518	29.814528614030777	29.801151554638196	29.705653968427008	29.79025310563037	29.814745143862194
29.93374424011569	29.800844792730622	29.790818984594647	29.820289045157345	29.647457387280365	29.798991156639605	29.81468115005479	29.802497568916547	29.708387582455547	29.792988855313673	29.814828043150097
29.934720971166147	29.802072699639393	29.791273374941504	29.822952187669337	29.647601817805494	29.79977322159102	29.815963232006407	29.806121434989688	29.708676684331515	29.795240353835794	29.815267683731655
29.937691860423286	29.805742930636082	29.791462733539134	29.824628283981287	29.64917130863476	29.80111857856968	29.816349774159654	29.809916210161262	29.711046791734205	29.798622737539777	29.816760029193908
29.937948541978848	29.809259147070723	29.79491059733128	29.824771613509004	29.651959805418457	29.80198111870309	29.818020522459335	29.81036709438929	29.711295820635698	29.799641596195425	29.817696322705267
29.945461717053938	29.809278619802203	29.795933619440568	29.82516112053118	29.65244443114669	29.802508734369145	29.819990874341784	29.815630803931956	29.712077784144796	29.80294145775757	29.82268293605716
29.948123922317365	29.812527632036133	29.796523094324307	29.828733923679057	29.657150538887592	29.803162092960257	29.821405519207513	29.815658863122817	29.716137145778838	29.803431482690492	29.825503378858468
29.95094228490156	29.814311774178698	29.800318924493354	29.829644803728655	29.657242406590118	29.805832915144816	29.823451715195784	29.8157839452171	29.71616028231945	29.809170579498545	29.827758795122133
29.954812355754424	29.819259231355886	29.80109959130403	29.830393548112728	29.661734914476863	29.806876770159448	29.82649923414708	29.818704801238475	29.71660393863462	29.81036709438929	29.828487470482692
29.95566379335581	29.820220814082933	29.802373551470932	29.831223685549418	29.662362108685514	29.80846218099711	29.82693208815305	29.823040297872847	29.717740799546146	29.81468115005479	29.834289789638245
29.95701201370938	29.821816555599373	29.803032417338336	29.832165830523824	29.66384318456371	29.81000952924193	29.827094255471156	29.823503571170498	29.718387891230783	29.8200337000289	29.837887943874442
29.95702579772767	29.822598035680738	29.81079846838495	29.832214456286437	29.66394984558602	29.814052955819562	29.82740371118573	29.823551263086415	29.7189321742188	29.82228657262575	29.839825718418595
29.96085185009371	29.824387403542897	29.81082310606087	29.832782870510993	29.665100381033877	29.8151804651561	29.827853118208598	29.82433603002705	29.71967746368977	29.822741663335982	29.841533464995027
29.962697055895326	29.82793699140632	29.812816286387335	29.834073802987326	29.666997849147858	29.819259231355886	29.828322961240993	29.827129391097873	29.720033588159627	29.824269178571896	29.842613023489907
29.962795265871943	29.83100850031548	29.813238684457406	29.834457085163265	29.66722622203565	29.821999638236402	29.83001171290047	29.827244937008988	29.720249224758334	29.824930718977836	29.843498115284778
29.962945051083516	29.83269242501211	29.81382003262648	29.835357516218686	29.668790224129623	29.825126453863156	29.83115607520219	29.831614564510456	29.721181643573594	29.82700936917448	29.843523556395212
29.96436441510277	29.83283975774294	29.815247765389547	29.835848422871937	29.670571840176986	29.829279208656658	29.835193365952723	29.83424105444255	29.723727697308735	29.828298437097803	29.844914146702997
29.96791632690117	29.836072386434118	29.821004629855175	29.839220369985185	29.67105741573409	29.831866926870052	29.83910580613967	29.83779169414806	29.723840082173	29.829145154952364	29.845005433932982
29.968648906073177	29.83656642621488	29.821786164841537	29.841765984673	29.67119176355485	29.832070418875603	29.841458089226883	29.839232308281836	29.72401113933791	29.829201917410177	29.84641511841245
29.970675064500192	29.838303389273896	29.82295576140939	29.843523556395212	29.67285541489466	29.832688111163638	29.84544521336658	29.840038409478236	29.72652682766759	29.82973349091504	29.848567168717413
29.970711069107157	29.8401959077382	29.824082746221215	29.843871593683954	29.674197207132167	29.83294189509857	29.849965672713378	29.840277081327255	29.72747133884352	29.83504647076059	29.849693939537666
29.97130284508753	29.84091541319819	29.824499415388463	29.84539019623052	29.674755678468486	29.83342563894032	29.851571813227025	29.841607531314985	29.72752020600361	29.835545731675083	29.852911383248404
29.971328543566422	29.841363024558493	29.826867576027226	29.846192514776728	29.675123574695938	29.83508315184849	29.853003742906996	29.842395033567374	29.72860815832287	29.838812132571096	29.852923235155437
29.974023494343243	29.844957696899204	29.828156416226218	29.846249400158026	29.675496298664477	29.8355313958009	29.854057430665407	29.843239000133508	29.72972952468623	29.84011654341942	29.85325191234591
29.97811101676355	29.84997331743189	29.830157214461774	29.84714993827823	29.67689867294218	29.841842887930643	29.857042835472235	29.843439302913115	29.73031063620416	29.8401959077382	29.85628870708747
29.981562768606036	29.85014805324122	29.831430439078105	29.848712417165622	29.67890388946928	29.843523556395212	29.857311407447998	29.84409055527633	29.735085325798856	29.846370513167972	29.85898356206156
29.981981799432425	29.850716995214892	29.834233765057977	29.850216272379065	29.680582978508752	29.845233836462604	29.858853381239754	29.845086838521752	29.736451468420174	29.84774274845532	29.860660258836116
29.98277216839989	29.852737721824056	29.83450433899818	29.85118694866573	29.68150379081988	29.848125345947945	29.85917470826032	29.84552834241347	29.736821402993723	29.84792675848704	29.865001999861768
29.983527544735765	29.856463433581652	29.836256238320345	29.85203614979895	29.68289372348088	29.850786103120384	29.86178746614692	29.847398953212345	29.73758035597734	29.848289444800994	29.865832671572704
29.983746345439904	29.85908381400862	29.838728031165996	29.852549073915693	29.68373507840582	29.854267756008444	29.86179276633652	29.84850801411644	29.73947020930314	29.850004297990644	29.86661386431551
29.984056309470212	29.864154965643806	29.840483492138404	29.856028789113367	29.683836799725025	29.85953701771364	29.862380901764872	29.8495581483166	29.73965325071019	29.850611871115593	29.86671557585787
29.98485470339434	29.865039618528783	29.84068223282362	29.857026362345174	29.68433927958933	29.860542792856158	29.86453113158081	29.851202175185964	29.743839195783714	29.852897668227524	29.868087938100814
29.98571445999869	29.865081811166437	29.840949707124583	29.85986163239344	29.68444755954324	29.860616505175365	29.865432216671294	29.85397359019363	29.744139711413013	29.85469880951022	29.870100891249393
29.990144427403077	29.865322606913942	29.84192270484727	29.860364681548127	29.68591597979238	29.862836953985678	29.865891164398867	29.85398986730258	29.74507422300174	29.855044299437353	29.872029902873148
29.99018770417452	29.865348444151774	29.844211225455247	29.860824803399353	29.689141325849352	29.863177364111156	29.866777969595823	29.855833197817894	29.749927084763407	29.856825697264206	29.87278584732462
29.991082637151088	29.86708669546667	29.84455158427836	29.86539662591026	29.69082133749464	29.865828774846467	29.867697693277066	29.856301115509773	29.750861091718868	29.85755236253102	29.872807274519538
29.99134299325534	29.870989546639173	29.846227772328106	29.8658360967131	29.691658298075033	29.866172539166122	29.867800746445397	29.86179276633652	29.753287220575274	29.860313319438447	29.87504370525435
29.996706379721015	29.871335182048846	29.84731547345083	29.865844395956398	29.694960866508353	29.867415922909437	29.868531488967008	29.86332583827723	29.754051662683928	29.86170898788122	29.87554396380774
30.002920324716744	29.87437384200757	29.847947509420067	29.86636455647241	29.695565747149857	29.86839520207495	29.869489700421138	29.86549318384463	29.756094385818443	29.8620292779579	29.876216297919648
30.004405210183393	29.8748037108177	29.848476223514215	29.866880759898407	29.695842169643893	29.869539327743766	29.870643007115742	29.865795871925428	29.758958431610203	29.86349089547844	29.876346369213362
30.005051198824876	29.879388500764477	29.849032759870312	29.866908813252582	29.696185328565612	29.871591674794793	29.871212400739953	29.865970126692257	29.75954632821887	29.86479854035002	29.877174626853524
30.005834497789778	29.880988219669458	29.85169262147288	29.869158207488066	29.69716065682065	29.871832272352627	29.871641294889454	29.866197487678978	29.759857257211788	29.866494704853665	29.877481118651097
30.00631390270911	29.881849824863064	29.8554490531864	29.873348453322173	29.69763347772701	29.87284129558977	29.87321575268525	29.866754948709023	29.760108304210558	29.86677769175291	29.87827327789455
30.00663913135311	29.88189524840868	29.858205551545154	29.873560635955172	29.699757871098196	29.873422322186087	29.874908631559087	29.867960027203214	29.76017791488781	29.86771941117025	29.87935071926221
30.00725215464018	29.88193688276427	29.862273726650354	29.873950165685052	29.70471975247352	29.878350217797983	29.87720348604508	29.869295144704846	29.76100008168688	29.86837976631514	29.88019561574501
30.007565452862558	29.88222567543925	29.86466069443752	29.878997515820167	29.70568161939719	29.881427693557562	29.877702131845627	29.870563841058637	29.76122394303069	29.86910904446637	29.881768303640477
